MESSAGE_ID	VILLAGE_ID	VILLAGE_PLAYER_ID	TO_VILLAGE_PLAYER_ID	PLAYER_ID	DAY	MESSAGE_TYPE_CODE	MESSAGE_NUMBER	MESSAGE_CONTENT	MESSAGE_DATETIME	IS_CONVERT_DISABLE	FACE_TYPE_CODE
5466	9	93			5	NORMAL_SAY	525	"占騙りの⑤⑥⑦はよろしくないね。
③⑧が鳴ってるので⑤⑥⑦が徘徊確定、
狼が無音確定して老青に1wが露呈する。"	2018-04-19 11:45:00.000	0	NORMAL
5467	9	93			5	NORMAL_SAY	526	"私は導師COは早めが好みぽよ。
無駄占いと吊り避けるために。
狩人護衛幅とか狐入りじゃなきゃすぐ噛まれるとかデメリットありますが。"	2018-04-19 11:47:03.000	0	NORMAL
5468	9	93			5	NORMAL_SAY	527	"あふん村も外から応援するぽよ

がんばえ！"	2018-04-19 11:49:03.000	0	NORMAL
5469	9	95			5	NORMAL_SAY	528	">>523＞商吊り理由
なるほどなの。まだまだしらないことがたくさんあるのー。

今回の配置無理ゲーすぎるから、狼さんお上手な人に勝ち筋おしえてほしいの。ログはまだちゃんと読めてないなの"	2018-04-19 12:23:34.000	0	NORMAL
5470	9	90			5	NORMAL_SAY	529	">>501きちさん
音が一つしかならないのが分かりづらいかなーと思って、

今日は③通って妙占いましたよ～って伝えたかった投票だったんじゃ
まさか引けると思ってなかったんじゃ"	2018-04-19 12:33:06.000	0	NORMAL
5471	9	102			5	NORMAL_SAY	530	">>525
ﾎﾟｯ…ﾎﾟﾖﾎﾟﾖｫｯ!!
ﾎﾟﾖﾎﾟﾖ…ﾎﾟﾎﾟﾖﾎﾟﾖ、ﾎﾟﾎﾟﾖﾎﾟﾖﾖﾎﾟﾖ!!

ﾌｫｶﾇﾎﾟｫ!!

ﾎﾟﾖﾎﾟ…ﾎﾟﾖﾎﾟ、ﾎﾟﾖﾎﾟﾖﾖﾎﾟﾎﾟ（ｽﾎﾟﾎﾟﾎﾟｲ）！
ﾎﾟﾖﾎﾟﾎﾟﾎﾟﾎﾟﾎﾟｯ、ﾎﾟﾎﾟﾎﾟﾎﾟﾎﾟｯ!!
"	2018-04-19 12:40:54.000	0	NORMAL
5472	9	102			5	NORMAL_SAY	531	ﾎﾟｯﾎﾟﾎﾟﾎﾞ…（ﾋﾟｼﾞｮﾝ!!）	2018-04-19 12:41:58.000	0	NORMAL
5473	9	95			5	NORMAL_SAY	532	">>529
占い師ぴっこさんこあいの～＞＜
自分が賢者騙りしようもなかったの。。。"	2018-04-19 12:47:49.000	0	NORMAL
5474	9	94			5	SPECTATE_SAY	103	"初日襲撃をあえて妙がやったりすると、うまい具合に村は混乱するのかなと思いました。
狼は最善の手を打つという前提で、推理をすることが多いので。

ただ、今回ならうまくいきそうですが、狂人の足音次第で狼の潜伏幅が相当狭くなるので、リスクが高すぎるとも思いました
／(^o^)＼"	2018-04-19 12:49:16.000	0	NORMAL
5475	9	102			5	NORMAL_SAY	533	">>@103エルナさま
「今回ならうまくいきそう」
「狂人の足音次第」
つまりあっしは今回男前だったと言うことで？
嬉しいでさぁ
"	2018-04-19 12:52:02.000	0	NORMAL
5476	9	94			5	SPECTATE_SAY	104	(　ﾟдﾟ)	2018-04-19 12:54:56.000	0	NORMAL
5477	9	90			5	NORMAL_SAY	534	ヨアヒムなんで書でＧＪだせるんじゃ…すごい…	2018-04-19 12:55:10.000	0	NORMAL
5478	9	92			5	NORMAL_SAY	535	"セオリー的には初回襲撃担当候補を増やせる音、がいいのかなぁとは思う

商狩人ってほんとに有り得なかった……？って思ったけど、精査できてないー
あれか年護衛なら商狩人はないけど噛まれてないとほんとわからんね"	2018-04-19 12:55:23.000	0	NORMAL
5479	9	90			5	NORMAL_SAY	536	">>532
リーザもヨアヒムも本当に部屋割りが不運だったねもふもふもふもふ"	2018-04-19 12:59:02.000	0	NORMAL
5480	9	92			5	NORMAL_SAY	537	">>534
狼は農護衛されたこと知ってるからねぇ……
農は占、農が占った後に票入れてないから娘は白、年は導師で、農襲撃で音が鳴ったから商書は白……ってなると狼候補は神or妙、になるんだよね。(俺視点)
それだと、無音襲撃できる書か俺噛んでくるかなぁって。"	2018-04-19 13:01:44.000	0	NORMAL
5481	9	92			5	NORMAL_SAY	538	">>537
(そうだそうだ、音が鳴っての農襲撃だったから隣室は白だろって捨てたんだった)"	2018-04-19 13:03:04.000	0	NORMAL
5482	9	92			5	NORMAL_SAY	539	"あえて音を出すっていうのも戦略としてありなんだよね……
今回、商と書に狼がいたら僕にとって盲点すぎて無理ぽだったね"	2018-04-19 13:04:52.000	0	NORMAL
5483	9	90			5	NORMAL_SAY	540	">>517娘
ひたきさん則気づいてくれてしゅきぃ…ってなったぽよ～～～～

ヨアヒムは護衛ありがとうじゃほい"	2018-04-19 13:05:28.000	0	NORMAL
5484	9	88			5	NORMAL_SAY	541	"お疲れ様ー。
ママレモンに毒された人間を駆逐しようと思ったが、逆にﾎﾞｺﾎﾞｺにされたのじゃ。"	2018-04-19 14:10:40.000	0	NORMAL
5485	9	88			5	NORMAL_SAY	542	あふんが終わってレタス一周年始まる間にもう一回くらいテスト出来たらいいなー。	2018-04-19 14:25:43.000	0	NORMAL
5486	9	93			5	NORMAL_SAY	543	">>530
ポポポーポ・ポーポヨ！"	2018-04-19 14:27:15.000	0	NORMAL
5487	9	93			5	NORMAL_SAY	544	">>@103そうですねえ。セオリーから敢えて外れて音立てると、徘徊と思われそう。

でも今回は初回⑧妙が⑥⑦か鳴らして▲楽の場合、
徘徊が無音または⑥のみのとき妙と老の2択で票が割れると予想・・・"	2018-04-19 14:53:03.000	0	NORMAL
5488	9	95			5	NORMAL_SAY	545	">>@103>>544
あえてリーザが襲撃もシュミレートしたけど、リスク高くてキュアバリトンとリーザのどっちも捕まるパティーンしか見えなかったの。どっちにしろ無理ゲーなの。配置がクソ▼ラ神なの。

2d老が無音▲年しても、賢者農が投票してないから娘は白濃厚で、SGは神青のみなの？
3d▲青にすると7が鳴って、狼候補は書or妙…

やっぱりどうあがいたって逃げ切れる気がしないのよ"	2018-04-19 16:21:18.000	0	NORMAL
5489	9	95			5	NORMAL_SAY	546	"ああ、3d▲書じゃなくて▲農にするべきだったのか…？
いやGJ出た賢者こわくて無理なの先に狩噛みたいの…
噛み筋本当ぽんこつなの"	2018-04-19 16:28:32.000	0	NORMAL
5490	9	92			5	NORMAL_SAY	547	"初回襲撃で動きやすさ重視でど真ん中、青か神噛んだ方が良かった……かも？狩り狙いにもなるし

少人数なら狩人C狂入だとどうなるんだろうか……少しは狼不利よくならないかな"	2018-04-19 17:39:19.000	0	NORMAL
5491	9	91			5	NORMAL_SAY	548	"勝ち筋は難しいけどな～…
やっぱり真ん中削るのは正義だと思う、
くらいか。
導師の位置が悪いとか
1d時点じゃ考えられないからなぁ
ただ、もし妙が襲撃してたとして
狂人の足音が狼だと誤認されれば
ワンチャンあったかも？

"	2018-04-19 18:29:14.000	0	NORMAL
5492	9	88			5	NORMAL_SAY	549	"今回は初襲撃で賢者抜かなきゃ無理っぽかったなー。
少人数狩入りだと狼厳しいかなとは感じた。
狩ピンポイントで抜けるか微妙だし…かといって、賢者を放置もしてられないし。
そうしている間に捕捉されそうかな。"	2018-04-19 18:39:50.000	0	NORMAL
5493	9	82			5	NORMAL_SAY	550	あふんどのくらいで終わるかなー	2018-04-19 19:10:45.000	0	NORMAL
5494	9	93			5	NORMAL_SAY	551	"まあG10だとしても
2d襲撃で霊か占かせめて確白抜いて、
かつ初回吊りは狼免れないと厳しいもんねえ。
狂人入っても占騙れないから狩人抜きゲーになる…"	2018-04-19 19:14:10.000	0	NORMAL
5495	9	93			5	NORMAL_SAY	552	"あふんは15人ぽよね
5～8日ぽよかね"	2018-04-19 20:17:42.000	0	NORMAL
5496	9	91			5	NORMAL_SAY	553	あっ。よく考えたら商狩も無いわけではないので結果論だな()	2018-04-19 20:48:11.000	0	NORMAL
5497	9	88			5	NORMAL_SAY	554	"あふんが終わるのはGW前くらいかの？
"	2018-04-19 20:57:29.000	0	NORMAL
5498	9	94			5	SPECTATE_SAY	105	あふんは、28日前後で終わる予定ですよん	2018-04-19 21:27:59.000	0	NORMAL
5499	9	94			5	SPECTATE_SAY	106	">>544>>545
むー、今回は狼の位置が絶望的だったみたいぽよねえ
端っこはよくないね"	2018-04-19 21:29:45.000	0	NORMAL
5500	9	94			5	SPECTATE_SAY	107	"今回見て思ったのが、（狩入りで）占い師の動きがある程度テンプレ化？しそうだなあと思いました。

初日はこういうとこ占って
二日目は占い結果が黒なら　吊り先はこう、占い結果が白なら　吊り先はこう。
3日目は前の日の占い結果が黒なら・・・
的な感じの。

将来的に、村側は麻雀のデジタル打ちみたいに無駄を極限まで切り詰めてる戦術になっていくのかなあ　とちょっと思いました。"	2018-04-19 21:39:13.000	0	NORMAL
5501	9	102			5	NORMAL_SAY	555	"ここで空気を読まずに俺様自己紹介
「男前」と申します。皆さん気軽に、よっ！男前！などと呼んでください

エルナさんは誰なんでしょう"	2018-04-19 21:43:44.000	0	NORMAL
5502	9	102			5	NORMAL_SAY	556	">>497クララさま
ネタの勢いと独創性はあっしに通ずるものを感じましたぜ
あっしが狂人でなかったら超絶爆笑ネタでワンツーしたんですが余裕がなかった

今度また、コンビネーションアタックで村を沈めやしょう"	2018-04-19 21:46:44.000	0	NORMAL
5503	9	88			5	NORMAL_SAY	557	"少人数だと手順で村有利になりそうじゃの。
狼が勝てる要素はやっぱ投票がバラケる事にあると思うから、村の投票が揃うのは狼にとってはなかなかキツい。
でもそれならそれで打つ手もありそうかなーとか思ったりも。"	2018-04-19 21:47:19.000	0	NORMAL
5504	9	88			5	NORMAL_SAY	558	エルナはふうせんさんかのう？	2018-04-19 21:51:05.000	0	NORMAL
5505	9	82			5	NORMAL_SAY	559	村側セオリーが出来上がって、狼側がどうセオリーを崩していくか、さらにそれに対し村がどう対応するか、みたいなところまで進んでいくと楽しそうだよね	2018-04-19 22:12:55.000	0	NORMAL
5506	9	102			5	NORMAL_SAY	560	"セオリーを崩すのは得意ですぜ

セオリーを崩すのは得意ですぜ"	2018-04-19 22:51:46.000	0	NORMAL
5507	9	94			5	SPECTATE_SAY	108	">>555
男前さん！はじめまして！
キュアアルビンすごかったです　(*^▽^*)

>>559
最初のうちは、狼側が戦略の自由度が高そうでいいですね　(　・∀・)
どうなっていくのか楽しみですっ"	2018-04-19 22:57:06.000	0	NORMAL
5508	9	94			5	SPECTATE_SAY	109	">>558
ふふ、わたし、おしゃれなエルナ
その、しょうたいは、だれもしらない

[エルナは森の奥へ消えていった]"	2018-04-19 23:02:33.000	0	NORMAL
5509	9	93			5	NORMAL_SAY	561	"リスクヘッジとして候補者の中から外から吊るのが村利でとか
三日月国の過去シリーズからの積み重ねでセオリーは出来つつあるよねえ。

でもG国も霊護衛安定から占護衛に流行が移ったりとかセオリーは段々変わっていくものぽよ
"	2018-04-19 23:04:25.000	0	NORMAL
5510	9	93			5	NORMAL_SAY	562	">>@109
えるな…森ニ帰ル…

ぱめらモ…森ニ…帰ル…

ニンゲン…サヨナラ…**"	2018-04-19 23:10:02.000	0	NORMAL
5511	9	104			5	NORMAL_SAY	563	"お疲れ様でした！
狼陣営不運でしたね……！"	2018-04-19 23:41:39.000	0	NORMAL
5512	9	104			5	NORMAL_SAY	564	"人狼館おもしろかったです。
またお呼ばれしたら来るかも？
その時はよろしくです！"	2018-04-19 23:42:56.000	0	NORMAL
5513	9	95			5	NORMAL_SAY	565	"エルナちゃんかわいいの～！
そしてミステリアスなの。
キュアアルビンのことは相手にしてしまっては負けなのよ。

むーん。真ん中から食べた方がよいのはわかりつつも、賢者が見えてるけど2d▲青なの…？たどりつけないなの。
狂人の撹乱頼りはできない性格なの…こわいの。
>>549今回◆賢者されてたからもうむりなの…

>>563　ありがとうなの～"	2018-04-20 00:00:36.000	0	NORMAL
5514	9	82			5	NORMAL_SAY	566	">>@105おお、じゃあそのくらいの時期にでも立てますかね。
>>564またよろしくお願いします！ごひいきに！"	2018-04-20 00:15:26.000	0	NORMAL
5515	9	95			5	NORMAL_SAY	567	商人ちゃんの灰少しずつ読みはじめて、撹乱について(ぷいきゅあ考える後で)いっぱい考えてくれてるけど、やはり今回賢者と狩人が上手すぎたとしか言い様がないの	2018-04-20 08:45:34.000	0	NORMAL
5516	9	92			5	NORMAL_SAY	568	"狩人はただ狼脳だっただけなの
ょぅι゛ょとなかよしなだけなの( ´･ω･` )"	2018-04-20 09:21:42.000	0	NORMAL
5517	9	95			5	NORMAL_SAY	569	">>568
ひよった襲撃となかよしなんてしてほしくないのー！がるるるーなの！！"	2018-04-20 10:01:24.000	0	NORMAL
5518	9	102			5	NORMAL_SAY	570	">>567リーザさま
えっ、「アルビンの賢さに最早叶うべくなし。天上人として仰がん。」って？
照れやすね(^-^ゞ
"	2018-04-20 12:47:56.000	0	NORMAL
5519	9	102			5	NORMAL_SAY	571	">>570あっしさま
どこをどう都合よく切り貼りすればこんな感想が出てくるのか理解に苦しみやすね（冷静）"	2018-04-20 12:52:18.000	0	NORMAL
5520	9	102			5	NORMAL_SAY	572	"白12:52
No"	2018-04-20 12:52:54.000	0	NORMAL
5521	9	102			5	NORMAL_SAY	573	"こ、これは噂に聞く二重否定（ダブルニゲーション）！！
つまりあっしはやはり天才か…"	2018-04-20 12:54:40.000	0	NORMAL
5522	9	102			5	NORMAL_SAY	574	（ご覧のアルビンは正常です）	2018-04-20 12:55:42.000	0	NORMAL
5523	9	95			5	NORMAL_SAY	575	"このキュアアルビンはもうだめなの
次のアルビンがうまくやってくれることをいのるの"	2018-04-20 13:03:47.000	0	NORMAL
5524	9	95			5	NORMAL_SAY	576	">>574
バイバーイ！なの。

[破裂音の後、硝煙の香りが立ち込めた**]"	2018-04-20 13:16:47.000	0	NORMAL
5525	9	88			5	NORMAL_SAY	577	"あふん村応援ありがとうのぅ。この老体に鞭を打ってくるわい。
わしもあふん村に旅立つ時が来たようじゃ。
お疲れ様じゃった。またよろしくなのじゃ。

[…は雑踏の中に消えて行った。]"	2018-04-20 14:17:39.000	0	NORMAL
5526	9	95			5	NORMAL_SAY	578	">>577
キュアバリトンおつかれさまなの！
しばらく人狼館オオカミはいいやって思うけど、
いつかリベンジなのー。またねーなの！"	2018-04-20 14:20:28.000	0	NORMAL
5527	9	82			5	NORMAL_SAY	579	手元でのテストが済んだら、連続襲撃有無と墓下役職公開と墓下地上会話と構成を好きに弄れるオプションがリリースできそうだよ	2018-04-20 23:19:26.000	0	NORMAL
5528	9	102			5	NORMAL_SAY	580	"すげーー！！お疲れスプリング！！
でも俺のことを加齢臭漂うナイスミドルと誤認した罪によりママレモンの刑です"	2018-04-21 14:01:24.000	0	NORMAL
5529	9	94			5	SPECTATE_SAY	110	"そういえば、ちゃんと挨拶してませんでしたので、森の奥から戻ってきました。
みなさま、おつかれさまです。balloonDogと申します。

また、同村する際はよろしくお願いいたします。

　ちなみにキュアアルビンさんは、はじめましてではなく２度目ましてです。(>>@108　中身透け防止の微妙な嘘)

[エルナは森の奥へ消えていった。]
"	2018-04-21 17:02:24.000	0	NORMAL
5530	9	82			5	NORMAL_SAY	581	"リリースしました。
エピったときの見学のIDが出ないやつも直したんだけど、新しい村でエピるまではわからないかも。"	2018-04-21 17:55:08.000	0	NORMAL
5531	9	82			5	NORMAL_SAY	582	"もうすぐ終わるので

みなさま、ご参加いただきありがとうございました。
次は28日をめどに立てようと思います。またご参加よろしくお願いします。"	2018-04-21 22:25:38.000	0	NORMAL
5532	9	102			5	NORMAL_SAY	583	"おっとそうかもう終わりか

かー残念だなー
ぷりきゅあは日曜日の朝に放送される番組だもんなー
アンコールには答えられねぇなー"	2018-04-21 23:34:05.000	0	NORMAL
5533	10				0	PUBLIC_SYSTEM	1	"昼間は人間のふりをして、夜に正体を現すという人狼。
その人狼が、この館に紛れ込んでいるという噂が広がった。

村人達は半信半疑ながらも、館の大広間に集められることになった。"	2018-04-26 21:55:32.000	0	
5534	10				0	PUBLIC_SYSTEM	2	1人目、楽天家 ゲルト。	2018-04-26 21:55:32.000	0	
5535	10	105			0	NORMAL_SAY	1	"ゴールデンな村です。
この村は、見学3名まで、墓下見学に役職公開あり、墓下見学と地上の会話は不可能、連続襲撃ありとしています。(村の設定は日付リンクのところにある「情報」から参照可能です。)

面識のない方、人狼館ルール初めての方も奮ってご参加ください。0発言でもok(突然死なし)なので、お忙しい方もお気軽にご参加できます。"	2018-04-26 21:55:32.000	0	NORMAL
5536	10				0	PRIVATE_SYSTEM	1	楽天家 ゲルトが希望役職を村人に設定しました。	2018-04-26 21:55:32.000	0	
5537	10	105			0	NORMAL_SAY	2	"特殊ルールにつき禁止行為がありますので、初めての方はそれだけは守るようご協力をお願いします。
GMは灰を含むすべての発言を見られますので、ルールや仕様に不安がありましたらサポート可能です。

これまで参加いただいた方は、誰歓村ですので、中身透けや身内ネタにご注意ください。"	2018-04-26 22:12:12.000	0	NORMAL
5538	10	105			0	NORMAL_SAY	3	黄金の期間中、中の人は遠出するため、進行中に重大なバグがあっても即対応できない可能性があることをご了承ください。	2018-04-26 22:14:22.000	0	NORMAL
5539	10				0	PUBLIC_SYSTEM	3	2人目、村娘 パメラ。	2018-04-27 15:35:27.000	0	
5540	10	106			0	NORMAL_SAY	4	ﾎﾟﾖｫ(６日ぶり４度目)	2018-04-27 15:35:27.000	0	NORMAL
5541	10				0	PRIVATE_SYSTEM	2	村娘 パメラが希望役職を村人に設定しました。	2018-04-27 15:35:27.000	0	
5542	10	106			0	NORMAL_SAY	5	"ゲルトさんはじめましてぽよ。

魔神官の実装はまだ先ですかぽよ？"	2018-04-27 15:41:25.000	0	NORMAL
5543	10	106			0	NORMAL_SAY	6	(しまった中身透けてるかもと思い直して一度村を出るぽよ)	2018-04-27 15:42:25.000	0	NORMAL
5544	10				0	PUBLIC_SYSTEM	4	村娘 パメラは村を去った。	2018-04-27 15:42:32.000	0	
5545	10				0	PUBLIC_SYSTEM	5	2人目、司書 クララ。	2018-04-27 16:10:55.000	0	
5546	10	107			0	NORMAL_SAY	7	"彷徨って たどり着いたよ 人狼館
                                                                        司書クララ"	2018-04-27 16:10:55.000	0	NORMAL
5547	10				0	PRIVATE_SYSTEM	3	司書 クララが希望役職を村人に設定しました。	2018-04-27 16:10:55.000	0	
5548	10	107			0	NORMAL_SAY	8	本でも読みながらゆっくり待つことにするよ	2018-04-27 16:12:48.000	0	NORMAL
5549	10	105			0	NORMAL_SAY	9	"いらっしゃいませ。
魔神官は実装済みですが構成に入っていないので登場しない状態ですね。
人外と村の戦力バランスが難しくて登場させられていないのです。"	2018-04-27 16:20:09.000	0	NORMAL
5550	10	105			0	NORMAL_SAY	10	"了承が得られればですが、せっかくなのでこの前と違う構成もありですね。

13-17人(村はゲルト)
村狼狼狼魔賢導狩霊霊霊共共
村狼狼狼魔狐賢導狩霊霊霊共共
村狼狼狼魔狐賢導狩霊霊霊霊共共
村狼狼狼魔狐賢導狩霊霊霊霊霊共共

とか。"	2018-04-27 16:33:10.000	0	NORMAL
5551	10	105			0	NORMAL_SAY	11	"17人が抜けていた。

村狼狼狼魔狐賢導狩霊霊霊霊霊霊共共 "	2018-04-27 16:37:16.000	0	NORMAL
5552	10				0	PUBLIC_SYSTEM	6	3人目、旅人 ニコラス。	2018-04-27 17:40:46.000	0	
5553	10	108			0	NORMAL_SAY	12	ぽよ？ 	2018-04-27 17:40:46.000	0	NORMAL
5554	10				0	PRIVATE_SYSTEM	4	旅人 ニコラスが希望役職をおまかせに設定しました。	2018-04-27 17:40:46.000	0	
5555	10	108			0	NORMAL_SAY	13	"こんにちは、お邪魔するよ。

連続襲撃アリで
魔神官を入れたら人外側強すぎィだと思うな。"	2018-04-27 17:45:38.000	0	NORMAL
5556	10	105			0	NORMAL_SAY	14	"このあたり、調整が難しいですね。
狩人あり＋連続襲撃なしだと人狼不利かな？とも思ったのですが・・・
狩人なし＋連続襲撃なしあたりにしましょうか。"	2018-04-27 19:15:41.000	0	NORMAL
5557	10	107			0	NORMAL_SAY	15	"ニコラスゲルトよろしくね
魔神官っていうのは人狼側の役職なんだよね
この村の趣旨によるけどあたしは
入れても構わないよ
連続襲撃はなしを希望しとくね"	2018-04-27 19:40:21.000	0	NORMAL
5558	10				0	PUBLIC_SYSTEM	7	4人目、羊飼い カタリナ。	2018-04-27 20:29:59.000	0	
5559	10	109			0	NORMAL_SAY	16	ぽよ？	2018-04-27 20:29:59.000	0	NORMAL
5560	10				0	PRIVATE_SYSTEM	5	羊飼い カタリナが希望役職を村人に設定しました。	2018-04-27 20:29:59.000	0	
5561	10	109			0	NORMAL_SAY	17	"狐いなくて村が霊、狂が魔という構成だと、
導師が活躍できなさそうですねえ。"	2018-04-27 20:32:57.000	0	NORMAL
5562	10				0	PUBLIC_SYSTEM	8	5人目、村長 ヴァルター。	2018-04-27 21:28:05.000	0	
5563	10	110			0	NORMAL_SAY	18	"ちはー
遊びに来たで。"	2018-04-27 21:28:05.000	0	NORMAL
5564	10				0	PRIVATE_SYSTEM	6	村長 ヴァルターが希望役職を人狼に設定しました。	2018-04-27 21:28:05.000	0	
5565	10	110			0	NORMAL_SAY	19	"編成、色々カスタム出来るんやね。

大まかに、村が素村設定の村と、素霊設定の村に別れられるんやろか。"	2018-04-27 21:32:33.000	0	NORMAL
5566	10	110			0	NORMAL_SAY	20	"プロローグの間の独り言は未実装か。

ところで楽天家 ゲルト[[who]]さん、楽天家 ゲルト[[allwho]]さんのことどう思う？"	2018-04-27 21:43:18.000	0	NORMAL
5567	10	110			0	NORMAL_SAY	21	"ゲルトはんの自己評価について聞いてもうてどないするんやろ。

今起きてる？[[起きてる？or寝てる？]]"	2018-04-27 21:45:22.000	0	NORMAL
5568	10	110			0	NORMAL_SAY	22	"起きてるなら俺が代わりにオフトゥンに居させてもらいましょ。

[ゲルトをベットから出たのを見計らって[[追い出してor出たのを見計らって]]オフトゥンにもぞもぞ**]"	2018-04-27 21:49:13.000	0	NORMAL
5569	10				0	PUBLIC_SYSTEM	9	6人目、シスター フリーデル。	2018-04-27 23:07:02.000	0	
5570	10	111			0	NORMAL_SAY	23	あなたは[[allwho]]を信じますか？	2018-04-27 23:07:02.000	0	NORMAL
5571	10				0	PRIVATE_SYSTEM	7	シスター フリーデルが希望役職を人狼に設定しました。	2018-04-27 23:07:02.000	0	
5572	10	111			0	NORMAL_SAY	24	旅人 ニコラス[[allwho]]	2018-04-27 23:07:37.000	0	NORMAL
5573	10	111			0	NORMAL_SAY	25	">>聖ニコラス
あなたが神か"	2018-04-27 23:08:19.000	0	NORMAL
5574	10	105			0	NORMAL_SAY	26	むむ、allwhoがきちんと動いていないのかな。すぐには見られないのだけど覚えておきます。	2018-04-27 23:23:15.000	0	NORMAL
5575	10	111			0	NORMAL_SAY	27	">>ゲルトハゲ[[司祭or神orハゲ]]
入村時の発言についてのみ、タグが反映されないのではないでしょうか
今から試してみますね"	2018-04-27 23:46:55.000	0	NORMAL
5576	10	111			0	NORMAL_SAY	28	">>ゲルトハゲ
あなたの髪は信じられますか"	2018-04-27 23:47:56.000	0	NORMAL
5577	10				0	PUBLIC_SYSTEM	10	シスター フリーデルは村を去った。	2018-04-27 23:48:04.000	0	
5578	10				0	PUBLIC_SYSTEM	11	6人目、シスター フリーデル。	2018-04-27 23:51:12.000	0	
5579	10	112			0	NORMAL_SAY	29	"[[1d6]]で出た目の数だけゲルトハゲ様の髪の毛を抜きます

ゲルトハゲ様の毛根死滅率、[[fortune]]%です

あまりにもひどいので敬称を改める機会を設けます
申し訳ありませんでした[[ハゲor主神or大天使]]ゲルトさま

[[allwho]]さまはとても素敵な方だと伺っております"	2018-04-27 23:51:12.000	0	NORMAL
5580	10				0	PRIVATE_SYSTEM	8	シスター フリーデルが希望役職を人狼に設定しました。	2018-04-27 23:51:12.000	0	
5581	10	112			0	NORMAL_SAY	30	"(4)[[1d6]]で出た目の数だけゲルトハゲ様の髪の毛を抜きます

ゲルトハゲ様の毛根死滅率、44[[fortune]]%です

あまりにもひどいので敬称を改める機会を設けます
申し訳ありませんでしたハゲ[[ハゲor主神or大天使]]ゲルトさま

楽天家 ゲルト[[allwho]]さまはとても素敵な方だと伺っております"	2018-04-27 23:51:47.000	0	NORMAL
5582	10	105			0	NORMAL_SAY	31	">>27
あっそれですね間違いない。
遠出から戻ってから修正します。"	2018-04-27 23:52:19.000	0	NORMAL
5583	10	105			0	NORMAL_SAY	32	"allwhoのゲルト率の高さが！
ハハハハゲてへんし"	2018-04-27 23:53:27.000	0	NORMAL
5584	10	112			0	NORMAL_SAY	33	"あちらにおわすが、
ラ神さまの気まぐれにより毛髪を散らかされました、ハゲゲルトハゲさまです

やや頭が向き出し過ぎるきらいはありますが、天晴れな御方だと聞いております"	2018-04-28 00:00:42.000	0	NORMAL
5585	10	112			0	NORMAL_SAY	34	失礼しました　天晴れという表現に他意はありません	2018-04-28 00:02:47.000	0	NORMAL
5586	10				0	PUBLIC_SYSTEM	12	7人目、少女 リーザ。	2018-04-28 00:25:56.000	0	
5587	10	113			0	NORMAL_SAY	35	こんばんわぁ。お席いただきます	2018-04-28 00:25:56.000	0	NORMAL
5588	10				0	PRIVATE_SYSTEM	9	少女 リーザが希望役職を村人に設定しました。	2018-04-28 00:25:56.000	0	
5589	10				0	PUBLIC_SYSTEM	13	8人目、老人 モーリッツ。	2018-04-28 08:11:43.000	0	
5590	10	114			0	NORMAL_SAY	36	"サイコロだけ試しても良いかの？

[[おはようorおやすみ]]
今日の[[who]]の運勢はラッキー度[[fortune]]％
ラッキーパーソンは[[allwho]]
ラッキーナンバーは[[1d20]]"	2018-04-28 08:11:43.000	0	NORMAL
5591	10				0	PRIVATE_SYSTEM	10	老人 モーリッツが希望役職を村人に設定しました。	2018-04-28 08:11:43.000	0	
5592	10	114			0	NORMAL_SAY	37	"むむ？上手く動いておらんのかの？
>>27これかの？再チャレンジ。

おやすみ[[おはようorおやすみ]]
今日の老人 モーリッツ[[who]]の運勢はラッキー度70[[fortune]]％
ラッキーパーソンは旅人 ニコラス[[allwho]]
ラッキーナンバーは(2)[[1d20]]"	2018-04-28 08:13:12.000	0	NORMAL
5593	10	114			0	NORMAL_SAY	38	"ふむ。入村時だけのようじゃの。
70％はまあまあじゃの。
参加できそうならまた来るでの。その時は顔を変えるかもしれないのじゃ
ではの**"	2018-04-28 08:13:58.000	0	NORMAL
5594	10				0	PUBLIC_SYSTEM	14	老人 モーリッツは村を去った。	2018-04-28 08:14:06.000	0	
5595	10				0	PUBLIC_SYSTEM	15	8人目、農夫 ヤコブ。	2018-04-28 08:17:44.000	0	
5596	10	115			0	NORMAL_SAY	39	人狼なんかいるわけないっちゃ。狼なんかより人間の方がよっぽど怖いっちゃよ。、	2018-04-28 08:17:44.000	0	NORMAL
5597	10				0	PRIVATE_SYSTEM	11	農夫 ヤコブが希望役職をおまかせに設定しました。	2018-04-28 08:17:44.000	0	
5598	10				0	PUBLIC_SYSTEM	16	9人目、神父 ジムゾン。	2018-04-28 08:25:39.000	0	
5599	10	116			0	NORMAL_SAY	40	おはようございます。	2018-04-28 08:25:39.000	0	NORMAL
5600	10				0	PRIVATE_SYSTEM	12	神父 ジムゾンが希望役職を妖狐に設定しました。	2018-04-28 08:25:39.000	0	
5601	10				0	PUBLIC_SYSTEM	17	(見学) 1人目、木こり トーマス。	2018-04-28 08:26:32.000	0	
5602	10	117			0	SPECTATE_SAY	1	く、クララがなんか、アレな感じに…………。	2018-04-28 08:26:32.000	0	NORMAL
5603	10	116			0	NORMAL_SAY	41	ちょっとした希望なのですが、入村時のキャラ選択をする時、キャラチップが表示されると便利だと思いますねぇ。	2018-04-28 08:26:46.000	0	NORMAL
